report	provider_number	npi	fy_start	fy_end	date_processed	date_created	status	year	data_source	beds	tot_charges	net_pat_rev	tot_discounts	tot_operating_exp	ip_charges	icu_charges	ancillary_charges	tot_discharges	mcare_discharges	mcaid_discharges	tot_mcare_payment	secondary_mcare_payment	street	city	state	zip	county	name	uncomp_care	cost_to_charge	new_cap_ass	cash	fixed_assets	depr_land	depr_bldg	depr_lease	depr_fixed_equip	depr_auto	depr_major_equip	depr_minor_equip	current_assets	current_liabilities	pps_ip_charges	pps_op_charges	pps_mcare_cost	pps_pgm_cost
273872	450639		10/01/2008	09/30/2009	02/03/2012	02/03/2012	1	2009	v1996	214	626743006	219116652	407626354	216507587	73747397	15713404	264663178	11990	3647	235	31875765	48792	1600 HOSPITAL PARKWAY	BEDFORD	TX	76021	TARRANT	TEXAS HEALTH HARRIS METHODIST HEB	49884154	.287015	5562609	-88697	67565186		36207433		13536872		27820454		27939060	-125885498	370144292	256598718	37745712	34808619
273873	450746		10/01/2008	09/30/2009	02/03/2012	02/02/2012	1	2009	v1996	28	6025106	3923499	2101607	4609201	196616		1069727	180	111	3	673058		712 SOUTH FIFTH	KNOX CITY	TX	79529	KNOX	KNOX COUNTY HOSPITAL	652616	.770656	1210392	3158757	1804793						1250407		4823834	596558	725567	4363011	561323	531842
273874	450283		03/02/2009	10/31/2009	02/03/2012	02/02/2012	1	2009	v1996	24	19702005	2899946	16802059	4296261	1832664		8720001	732	393	24	2378547	3592	707 NORTH WALDRIP	GRAND SALINE	TX	75140	VAN ZANDT	COZBY-GERMANY HOSPITAL		.217149		250000	-1527593		1527593						3188444	735990	11057706	8644299	1331016	1285279
273875	450010		01/01/2009	12/31/2009	02/03/2012	02/03/2012	1	2009	v1996	278	810030352	264811287	545219065	238011957	107000165		416999691	15723	6502	2497	67420346	29454	1600 ELEVENTH STREET	WICHITA FALLS	TX	76301	WICHITA	UNITED REGIONAL HEALTH CARE SYSTEM		.256276	36871504	40591505	173220787						166993087		69000406	52009930	526695911	280065587	77634208	68719269
273876	450073		01/01/2009	12/31/2009	02/03/2012	02/02/2012	5	2009	v1996	45	44041917	17633576	26408341	24355543	1450744	40600	9855957	1620	512	73	2456619	1581	1700 COGDELL BLVD	SNYDER	TX	79549	SCURRY	D.M. COGDELL MEMORIAL HOSPITAL	9449317	.529686		9211296	11453454	239179	9386241				11195570		18205011	8019534	12654230	26538989	2890361	2451776
273877	450686		01/01/2009	12/31/2009	02/03/2012	02/03/2012	1	2009	v1996	383	1175608864	344942446	830666418	402370330	75578253	103858654	475108716	27384	6164	5674	90056835	856809	602 INDIANA AVE	LUBBOCK	TX	79415	LUBBOCK	UNIVERSITY MEDICAL CENTER		.271461	46356056	81249621	149774587	6334920	69868094	712427	8748159		103660171	8901100	162814751	49497916	671731789	458976106	74251634	69045065
273878	450771		01/01/2009	12/31/2009	02/03/2012	01/31/2012	5	2009	v1996	349	696806702	297090822	399715880	277525445	122854885		395752911	15739	3499	263	34188352	24319	6200 WEST PARKER ROAD	PLANO	TX	75093	COLLINS	TEXAS HEALTH PRESBYTERIAN HOSPITAL P	30142646	.334651	2946798	74265	163479351	1052793	52962105		14041954		60054372		41139249	21361363	518607736	175635452	49948941	44829386
273880	360261		01/01/2009	12/31/2009	02/03/2012	02/03/2012	1	2009	v1996	8	47540630	15372840	32167790	10169532	44046		1341845	39	20	3	123383		5897 STATE ROUTE 7	PROCTORVILLE	OH	45669	LAWRENCE	THREE GABLES SURG. & DIAG. CENTER	2400	.212701	211823	541720	1059197	9596		32279	1165092		1576267		4216652	1495306	1385892	46154208	331739	286686
273881	360044		01/01/2009	12/31/2009	02/03/2012	02/03/2012	1	2009	v1996	76	88483881	48870787	39613094	53809091	8299765	1441838	19532474	2893	1235	492	9130845	3932	835 SWEITZER STREET	GREENVILLE	OH	45331	DARKE	WAYNE HOSPITAL COMPANY		.421507	1491839	2100194	47816760	1088129	20589620				12264562		27930121	5716596	29858832	58582607	9576918	9032887
273883	360055		01/01/2009	12/31/2009	02/03/2012	02/03/2012	1	2009	v1996	295	646240240	179779832	466460408	188222634	67354585	26105446	264278521	14394	4605	568	36275112	77380	1350 EAST MARKET ST.	WARREN	OH	44483	TRUMBULL	TRUMBULL MEMORIAL HOSPITAL	13835885	.256456	2214459	7354570	61183487	1334469	80034057	92629			53891996		76399002	24423033	365300554	278382485	43062519	40555968
273884	360079		01/01/2009	12/31/2009	02/03/2012	02/03/2012	1	2009	v1996	346	1277762313	395822815	881939498	357077281	94434398	45768032	526623295	18881	6820	452	86838294	151261	3535 SOUTHERN BOULEVARD	KETTERING	OH	45429	MONTGOMERY	KETTERING MEMORIAL HOSPITAL	38065532	.243401	3340042	12347810	184868947	4654783	51446754	1159738	96453832	641999	91281172	393835	77214676	68936037	709059531	531766483	82794866	75073193
273886	360081		01/01/2009	12/31/2009	02/03/2012	02/03/2012	5	2009	v1996	155	587109446	150710048	436399398	139006460	28682605	9168048	214208895	8299	3316	692	29068735	106169	2600 NAVARRE AVENUE	OREGON	OH	43616	LUCAS	ST. CHARLES HOSPITAL	20346844	.215222	987972	4741767	47310967	3725518	86455507				45237396		25604668	12894189	292049354	284778903	27845582	25600297
273887	360091		01/01/2009	12/31/2009	02/03/2012	02/03/2012	5	2009	v1996	116	253055550	91000760	162054790	97966030	17821918	4622775	67277925	5321	2248	109	16069373	1299	1000 E. WASHINGTON STREET	MEDINA	OH	44256	MEDINA	MEDINA HOSPITAL	27969925	.347072	1255331	3595883	54817605	1550110	36881378		4235607		33081093		15907674	12471875	94917008	158138543	20192156	18908620
273888	360096		01/01/2009	12/31/2009	02/03/2012	02/03/2012	1	2009	v1996	144	109579487	59322821	50256666	62142509	6274799	6134365	43204710	5456	2292	260	15427388	18586	425 WEST FIFTH STREET	EAST LIVERPOOL	OH	43920	COLUMBIANA	EAST LIVERPOOL CITY HOSPITAL	7566918	.479704	1848291	351663	27540879	340828	17563801	487500			30509498		9815505	5413894	56835074	52744305	15162024	14073828
273889	360109		01/01/2009	12/31/2009	02/03/2012	02/03/2012	5	2009	v1996	56	125887127	55860909	70026218	57913753	5946397	1449090	31426606	2242	1076	128	7755129	2533	1460 ORANGE STREET	COSHOCTON	OH	43812-2229	COSHOCTON	COSHOCTON CTY MEM HOSP		.427733		143484	25960358		44377854						12377924	9744119	43846225	78157457	9432116	8884502
273891	360351		06/19/2009	12/31/2009	02/03/2012	01/31/2012	1	2009	v1996	63	73320684	52814887	20505797	53357098	3496737		34917095	2294	658	18	6770650		444 N. MAIN STREET	AKRON	OH	44310	SUMMIT	CRYSTAL CLINIC ORTHOPAEDIC CENTER	1384402	.60818		-1416683	15234231		615	313092	733315		468095		27976766	46230896	38413833	34906851	6432537	6084188
273892	360210		07/01/2009	06/30/2010	02/03/2012	01/31/2012	1	2009	v1996	59	169869645	84290170	85579475	71726251	6870377	1555874	35799171	2395	775	95	6066679	3246	561 W. CENTRAL AVENUE	DELAWARE	OH	43015	DELAWARE	GRADY MEMORIAL HOSPITAL	12625908	.401493	3296463	219253	28975587	2145390	12564140	8249	13599666	87641	19063354	806683	12444267	-28578125	46245970	122414656	8342077	7786159
273896	060008		07/01/2009	06/30/2010	02/03/2012	02/03/2012	1	2009	v1996	47	124005871	56109158	67896713	58560002	11656321	2818295	29360187	1926	769	749	6211307	328	106 BLANCA AVENUE	ALAMOSA	CO	81101	ALAMOSA	SAN LUIS VALLEY REG MED CENTER		.349326	1950346	6072574	31684074	205991	10664319	3811			10900675		16483595	7791724	43561205	55367678	6004576	5575000
273897	320001		07/01/2009	06/30/2010	02/03/2012	02/03/2012	1	2009	v1996	463	1329721655	623221001	706500654	708768138	137724213	96795350	488792531	27452	3599	3901	69531359	112794	2211 LOMAS BLVD.  N.E.	ALBUQUERQUE	NM	87106-2745	BERNALILLO	UNIVERSITY OF NEW MEXICO HOSPITAL	283590604	.454881	36711966	96315386	297500936		68884689		48145277		160798885		210905466	114468812	790942871	533921531	57946724	54298455
273898	320016		07/01/2009	06/30/2010	02/03/2012	02/02/2012	1	2009	v1996	58	134569404	66697418	67871986	64730117	3947739	2070887	31808189	2810	1130	100	7815743	4340	1313 EAST 32ND STREET	SILVER CITY	NM	88061	GRANT	GILA REGIONAL MEDICAL CENTER		.42332	4057570	5938467	31486094	16055	11008927				22086917		38484884	8107702	41528760	82360844	7931326	7183074
273899	370072		07/01/2009	06/30/2010	02/03/2012	02/02/2012	1	2009	v1996	33	8878087	7519295	1358792	8165733	416511			676	410	86	1684664	1846	806 HIGHWAY 2 NORTH	WILBURTON	OK	74578-3625	LATIMER	LATIMER COUNTY HOSPITAL		.702023		2298369	4328492	25527	579818				722408		3387005	274569	2626232	3503046	2027457	1970426
273900	370106		07/01/2009	06/30/2010	02/03/2012	02/03/2012	1	2009	v1996	255	960891205	277627409	683263796	285701433	44368518	14775862	531774638	11766	4536	3110	44756117	136586	4401 SOUTH WESTERN	OKLAHOMA CITY	OK	73109	OKLAHOMA COUNTY	INTEGRIS SOUTHWEST MEDICAL CENTER	100267355	.193327	4292864	50641908	74123304						138929203		106214662	16214127	644918619	328870379	43162017	39593975
273901	370178		07/01/2009	06/30/2010	02/03/2012	02/03/2012	1	2009	v1996	50	27542778	14513968	13028810	14604654	2174885		7867104	1715	845	373	3982309	4226	100 HIGHWAY WEST	STILWELL	OK	74960	ADAIR	ADAIR COUNTY HEALTH CENTER		.376292	1245480	570008	4364185	101825	2343048				3581438		3639332	706319	10412116	9956977	2710283	2582736
273902	370018		10/01/2008	09/30/2009	02/03/2012	02/03/2012	1	2009	v1996	103	236776279	96843427	139932852	91200121	10206544	8395905	81281429	5567	2634	848	21385733	31826	3500 SE FRANK PHILLIPS BLVD	BARTLESVILLE	OK	74006	WASHINGTON	JANE PHILLIPS MEDICAL CENTER		.351555	555604	1987537	42950170	2322904	16849891		71762690				26080485	13800346	110779940	118096752	21595227	19929757
273903	060023		01/01/2009	12/31/2009	02/03/2012	02/03/2012	1	2009	v1996	263	682171668	330335056	351836612	302625919	88032653	44371544	258183670	13139	4574	2146	53768904	30811	7TH AND PATTERSON	GRAND JUNCTION	CO	81502-1628	MESA	ST. MARY S HOSPITAL & MEDICAL CENTER	68174536	.352065	107110595	6706393	358742566	7877868	77901839	296657	649654		107447909	2855359	68114438	39198295	406810303	249254525	54757170	51310815
273904	320065		01/01/2009	12/31/2009	02/03/2012	02/03/2012	1	2009	v1996	134	211504214	90937110	120567104	75954441	12876773	4158723	85305281	4093	1022	1598	8495019		5419 N LOVINGTON HWY	HOBBS	NM	88240	LEA	LEA REGIONAL HOSPITAL	15760648	.201592	370738	-1490206	36538294	131467	2346924	22218	265171		3325809	549785	15072475	3797568	108873375	86525560	7248118	6629386
273905	370203		01/01/2009	12/31/2009	02/03/2012	02/03/2012	2	2009	v1996	43	244373133	75891175	168481958	60630617	6770170	9005611	79920466	2049	644	41	6502040	3307	3100 SW 89TH STREET	OKLAHOMA CITY	OK	73159	OKLAHOMA	COMMUNITY HOSPITAL	4051499	.242447	2512164	-1810319	24114270	167860	5299925		497042		5775549		12793611	5374073	95753237	144562592	11060722	10296024
273906	320002		07/01/2009	06/30/2010	02/03/2012	02/03/2012	5	2009	v1996	166	563645187	252551556	311093631	276742183	31671222	10511126	225906796	12551	3199	1043	41479319	152575	455 ST. MICHAEL S DRIVE	SANTA FE	NM	87505	SANTA FE	ST. VINCENT HOSPITAL	60837089	.377056	30068132	47784849	88125408								75256038	36623392	273806449	222923119	37599727	37493993
273907	450046		07/01/2009	06/30/2010	02/03/2012	02/03/2012	1	2009	v1996	693	2382004858	534438302	1847566556	536443929	155588710	99979903	1171951989	29091	9394	1906	101569834	94038	2606 HOSPITAL BOULEVARD	CORPUS CHRISTI	TX	78405	NUECES	CHRISTUS SPOHN HOSP CORPUS CHRISTI	209881260	.19139	10446023	452297504	183143583	7057450	170362822		2012784		115505194		525251899	22957234	1457076324	888189713	100579753	94701007
273908	450082		07/01/2009	06/30/2010	02/03/2012	01/31/2012	1	2009	v1996	47	123329845	31195404	92134441	27868761	8215127	3974343	32590973	1927	730	145	5830578	14572	1500 E. HOUSTON HWY	BEEVILLE	TX	78102	BEE	CHRISTUS SPOHN BEE HOSPITAL	20156387	.186212	584160	15418281	12123421	37607	7074501		73843		7570083		18092535	3215276	44780442	78549401	5508718	5068894
273909	450128		07/01/2009	06/30/2010	02/03/2012	02/03/2012	1	2009	v1996	209	353472190	128574191	224897999	129975904	70798765	8052674	120622555	11763	3724	5227	35334378	33286813	1401 E. EIGHTH STREET	WESLACO	TX	78596	HIDALGO	KNAPP MEDICAL CENTER	41131278	.260833	4860461	20065352	46119138	2112808	41444351		10329894	108862	58557453		49859090	16074392	199473963	151639194	29020296	26066457
273910	450610		07/01/2009	06/30/2010	02/03/2012	02/01/2012	5	2009	v1996	375	1099042564	393684160	705358404	363633955	69955811	34044159	431730914	20580	5706	1232	56699383	13499	921 N GESSNER DRIVE	HOUSTON	TX	77024	HARRIS	MEMORIAL HERMANN MEMORIAL CITY MEDIC	53767139	.3332		9100	730867163		50619069	50285755			92546553		45126608	69742861	527075818	357875250	68366254	47873274
273911	450033		09/01/2009	08/31/2010	02/03/2012	02/03/2012	1	2009	v1996	399	1132472904	306380671	826092233	303888479	51205448	46283240	611260500	19789	6148	6753	73047204	1609	2101 PEASE ST	HARLINGEN	TX	78551-2588	CAMERON	VALLEY BAPTIST MEDICAL CENTER	49479384	.256102	26407900	3004782	122818733	2633762	82933931	486808	16174086		75370434		63900472	25201910	734898704	392883123	67589701	63072147
273912	450176		10/01/2008	09/30/2009	02/03/2012	02/03/2012	1	2009	v1996	253	369384680	106025724	263358956	105831819	27220610	15999703	227632649	9427	3435	3407	42400848	62021	990 SOUTH BRYAN	MISSION	TX	78572	HIDALGO	MISSION HOSPITAL	40973917	.257318	3652018	29134141	46580501	2570926	21479767		40869956				43101032	58198756	279459186	89925494	29924883	27867249
273913	450597		10/01/2008	09/30/2009	02/03/2012	02/03/2012	1	2009	v1996	49	51302603	22124168	29178435	26131338	4066550		15157086	2370	1133	166	6134133	5492	2550 NORTH ESPLANDE	CUERO	TX	77954	DEWITT	CUERO COMMUNITY HOSPITAL	3626839	.415526	7457229	6270084	14155840	406929	4182820		1160383		10156759		11751674	2404004	23087744	26147918	5486840	5179713
273914	450123		03/16/2009	10/29/2009	02/03/2012	02/03/2012	2	2009	v1996	123	56373563	12561748	43811815	21079006	6206398	1220427	18662666	771	354	25	1886679	17851	5500 39TH STREET	GROVES	TX	77619	JEFFERSON	DOCTORS HOSPITAL		.230857		137717	25853						1057		772236	563570	27812933	32938414	4145760	3825193
273915	450774		01/01/2009	12/31/2009	02/03/2012	02/03/2012	2	2009	v1996	16	105546008	29679860	75866148	24857753	2008414		19387550	744	149		1404784		17080 RED OAK DRIVE	HOUSTON	TX	77090	HARRIS	TOPS SURGICAL SPECIALTY HOSPITAL	600928	.212419	3115000	1267545	11492708		14345925						5639104	5407732	21395962	84150045	1564064	1358717
273921	490108		07/01/2009	06/30/2010	02/03/2012	02/03/2012	1	2009	v1996	24	84507933	65993528	18514405	78016039	2340166			110	88	22	643206		EAST END OF RT 210	LYNCHBURG	VA	24505	AMHERST	CENTRAL VIRGINIA TRAINING CENTER		.879855	1529818	3893347	11895940		32211856						8683559	4137564	88293843	523541	874920	841997
273922	490113		11/01/2008	11/30/2009	02/03/2012	02/03/2012	1	2009	v1996	184	410045618	197113311	212932307	200965678	31605808	7710180	146950812	11422	2786	2728	24583867		2300 OPITZ BOULEVARD	WOODBRIDGE	VA	22191	PRINCE WILLIAM	POTOMAC HOSPITAL	43786707	.367597	6134259	35475531	140406078	6695923	53855762	306048	5212459		41125683	4867925	96413958	24629652	198096552	211040671	30054703	26840754
273923	490117		10/01/2008	09/30/2009	02/03/2012	02/03/2012	1	2009	v1996	56	38370260	13072035	25298225	17998176	1181101	259738	16959566	1016	552	114	3228407	958	141 BEN BOLT AVENUE	TAZEWELL	VA	24651	TAZEWELL	CARILION TAZEWELL COMMUNITY HOSPITAL		.360957	946887	111409	3266365	53165	3085824		1761974		3561907		2929511	6437727	12826189	19073415	3704599	3453179
273924	490119		01/01/2009	12/31/2009	02/03/2012	02/03/2012	5	2009	v1996	158	360569212	129391694	231177518	108054858	17480980	9396250	96415893	4794	2298	213	17565066	69040	800 INDEPENDENCE AVENUE	VIRGINIA BEACH	VA	23455		SENTARA BAYSIDE HOSPITAL	31681376	.23682	1964657	-20862	68695365	221256	24162683	659204	8748038		45435181		32350960	2476918	123523272	236940279	20755106	18295007
273925	490120		07/01/2009	06/30/2010	02/03/2012	02/03/2012	1	2009	v1996	286	629240129	264458489	364781640	263717470	44247668	12390033	251237452	16057	7185	585	53645860	90194	736 BATTLEFIELD BLVD. NORTH	CHESAPEAKE	VA	23320		CHESAPEAKE GENERAL HOSPITAL		.350952	20984642	7380380	83329178	4381000	75010419		17466763		109261401		64359328	35112967	316900426	303168810	64621752	59406460
273926	490140		03/18/2009	12/31/2009	02/03/2012	02/03/2012	1	2009	v1996	100	117912910	49125778	68787132	69096445	5928841	1011670	39148455	2645	1483	112	6569431		101 HOSPITAL CENTER BLVD.	STAFFORD	VA	22554	STAFFORD	STAFFORD HOSPITAL	16968845	.517102	143964921	64898	141363667	397321	1108480	4265	166750		2741912		11693946	3895424	46265681	71647229	11800958	8944107
273927	510001		01/01/2009	12/31/2009	02/03/2012	02/03/2012	1	2009	v1996	420	1087286041	506122694	581163347	527866795	101057079	85139686	561657129	22196	5633	2929	98420422	112728	MEDICAL CENTER DRIVE	MORGANTOWN	WV	26505	MONONGALIA	WEST VIRGINIA UNIVERSITY HOSPITALS	63990560	.391792	32451831	17269000	239350000	7387000	70220000	353000	50016000		147510000		126908000	59604000	763147665	297316602	83128174	75230429
273928	510013		10/01/2008	09/30/2009	02/03/2012	02/03/2012	1	2009	v1996	107	75067543	37159020	37908523	40083716	5279483	1826543	26602793	2535	1667	264	6759928	9364	800 WHEELING AVENUE	GLEN DALE	WV	26038-1697	MARSHALL	REYNOLDS MEMORIAL HOSPITAL  INC	4977166	.462783		1917647	8180787	519891	20922862		18063216				8104899	4015735	31992018	30231191	7270905	6676445
273931	510050		10/01/2008	09/30/2009	02/03/2012	02/02/2012	1	2009	v1996	252	433109454	220942154	212167300	223618428	24197347	7486337	130344647	11504	2950	1216	30005959	71080	1 MEDICAL PARK	WHEELING	WV	26003	OHIO	WHEELING HOSPITAL  INC		.469072	23508696	17955808	71869925	4473866	63846347		28169743		74964007		62960129	41782568	165594849	223566698	27941611	26476750
273932	510053		10/01/2008	09/30/2009	02/03/2012	02/03/2012	1	2009	v1996	53	67532398	29732288	37800110	35488908	1305881	517427	10025862	1104	394	262	2033407	3641	1 AMALIA DRIVE	BUCKHANNON	WV	26201	UPSHUR	ST. JOSEPH S HOSPITAL	4733186	.410963	680312	1422509	13171853		20983328						7326710	13101526	12601044	44138770	2543964	2377477
273933	510058		07/01/2009	06/30/2010	02/03/2012	02/02/2012	1	2009	v1996	239	390913598	150805480	240108118	162172331	49222928	12262216	121685111	10353	4725	1915	35299730	42857	800 GARFIELD AVENUE	PARKERSBURG	WV	26102	WOOD	CAMDEN-CLARK MEMORIAL HOSP	25057535	.377712	7120682	9773707	120726647						136582360		35515355	24796997	197173081	193082378	41498067	37789679
273934	510085		10/01/2008	09/30/2009	02/03/2012	02/02/2012	1	2009	v1996	68								2472	1154	173	9301779		1400 HOSPITAL DRIVE	HURRICANE	WV	25526	PUTNAM	CAMC TEAYS VALLEY HOSPITAL		.387061		20826	20288512		996165				4746668		11942213	9272910	42792128	75104200	11469924	10918183
273935	450087		06/01/2009	05/31/2010	02/03/2012	02/03/2012	5	2009	v1996	159	620842502	146645570	474196932	145720221	40347670	10627945	309296854	7747	2385	173	20744170	8072	4401 BOOTH CALLOWAY ROAD	NORTH RICHLAND HILLS	TX	76180	TARRANT	NORTH HILLS HOSPITAL	61047857	.16842	2647425	7009	61120270	1610965	14409691	1387630	15005017		33635659	2000547	20187132	8822238	362743089	258099413	23080598	20958683
273936	180011		07/01/2009	06/30/2010	02/03/2012	02/02/2012	1	2009	v1996	87	453801901	138302129	315499772	129018146	24792857	4376789	140692742	6746	3033	1548	34077330	25082	1001 SAINT JOSEPH LANE	LONDON	KY	40741	LAUREL	ST JOSEPH HOSPITAL LONDON	53129587	.278841	8943115	9653834	140316299		44878646						40596258	21905919	182861951	235927924	31344796	27901950
273937	370029		07/01/2009	06/30/2010	02/03/2012	02/03/2012	1	2009	v1996	45	55444741	26323636	29121105	28408674	2784535	379120	16051079	1650	697	496	4162519	7068	100 NORTH 30TH	CLINTON	OK	73601	CUSTER	INTEGRIS CLINTON HOSPITAL	5436891	.405333	893495	7665952	9607912	41140	3088282	39695	175383		9827735		2250439	1864370	20599632	29557741	4398911	4054779
273939	450379		10/01/2008	09/30/2009	02/03/2012	02/03/2012	1	2009	v1996	109	161502024	39821498	121680526	49820589	12015398	4256366	86545324	2456	814	140	7213583	1432	17 MEDICAL PARKWAY	DALLAS	TX	75234	DALLAS	RHD MEMORIAL MEDICAL CENTER	12010628	.296143	847367	367288	6562000			11271	3763092				10736135	6132246	105075687	56426337	10132299	9717874
273940	370097		11/01/2008	10/31/2009	02/03/2012	01/26/2012	1	2009	v1996	129	220380620	64487853	155892767	64873018	32496482	5880909	95182033	4235	1478	1330	14351406	45904	5602 SW LEE BOULEVARD	LAWTON	OK	73505	COMANCHE	SOUTHWESTERN MEDICAL CENTER		.229815	883765	-1581589	44699884	169807	4873375	1222558	1125581		8251295	763220	10932843	5085543	139889050	80491570	11270824	10230930
273941	060010		01/01/2009	12/31/2009	02/03/2012	02/02/2012	1	2009	v1996	203	708060403	348904790	359155613	296467016	81256617	9755222	290659222	14159	5059	1696	49375342	15060	1024 S. LEMAY AVENUE	FT. COLLINS	CO	80524	LARIMER	POUDRE VALLEY HOSPITAL	6452024	.33651		31209111	116819691	4916056	49916625	35118199	5463058	1581333	59821462	178279	411737542	68638916	406621658	319511213	57809144	53427467
